Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
FAS_821,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,422,Advanced Statistics in Biological Science,Computer Lab,Laboratory/Clinics,Course-integrated,
FAS_822,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,423,Scientific Communication,Workshops,Hands-on workshops,Course-integrated,
FAS_823,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS/SIB/HLS,Undergraduate,Bachelor,BIOL,480,Bioinformatics,Computer Lab,Laboratory/Clinics,Course-integrated,
FAS_824,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS/SIB,Undergraduate,Bachelor,BIOL,490,Independent Study,Research Project,Case Studies,Course-integrated;Research-based,
FAS_825,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,498,Internship In Tropical Biology,Internship Field Work In Tropical Environment/Seminar,Practica,Course-integrated;Work-integrated,
FAS_826,FAS,Biology,Biotechnology and Genomics,Graduate,Certificate,BIOL,510,Bioinformatics,Computer Lab,Laboratory/Clinics,Course-integrated,
FAS_827,FAS,Biology,Biotechnology and Genomics,Graduate,Certificate,BIOL,516,Project in Biotechnology and Genomics,Research Project,Laboratory/Clinics,Course-integrated,
FAS_828,FAS,Biology,Biotechnology and Genomics,Graduate,Certificate,BIOL,614,Advanced Topics in Ecology: Advanced Field Ecology,2 Weeks Of Fieldwork In A Research Station ,Laboratory/Clinics,Course-integrated,
FAS_829,FAS,Biology,Biology,Graduate,Master,BIOL,630,Bioinformatics,Computer Lab,,Course-integrated,
FAS_830,FAS,Biology,Biology,Graduate,Master,BIOL,631,Advanced Top/Biotechnology: Synthetic Biology and Industrial Applications,Real-World Project/Assignment,,Course-integrated,
FAS_831,FAS,Biology,Biology,Graduate,Master,BIOL,631,Advanced Top/Biotechnology: Tools of Synthetic Biology,Real-World Project/Assignment,,Course-integrated,
FAS_832,FAS,Biology,Biology,Graduate,Master,BIOL,680,High-throughput Instrumentation,Real-World Project/Assignment,,Course-integrated,
FAS_833,FAS,Biology,Biology,Graduate,Master,BIOL,680,Advanced Topics in Biology: Advanced Statistics in Biological Science,Computer Lab,,Course-integrated,
FAS_834,FAS,Biology,Biology,Graduate,Ph.D.,BIOL,801,Pedagogical Training,Pedagogical Practicum,,Course-integrated,
FAS_835,FAS,Biology,Biology,Graduate,Ph.D.,BIOL,802,Research Seminar,Research Seminar,,Course-integrated,
FAS_836,FAS,Chemistry and Biochemistry,Chemistry,Undergraduate,Bachelor,CHEM,450,Research Project and Thesis ,,Laboratory/Clinics,Course-integrated,
FAS_837,FAS,Chemistry and Biochemistry,Chemistry,Undergraduate,Bachelor,CHEM,487,Capstone Seminar in Environmental Science ,,Laboratory/Clinics,Course-integrated,
FAS_838,FAS,Communication Studies,Communication Studies,Undergraduate,Bachelor,COMS,307,Scriptwriting for the Media,Practicum Course,Practica,Course-integrated,
FAS_839,FAS,Communication Studies,Communication Studies,Undergraduate,Bachelor,COMS,407,Scriptwriting for the Media,Practicum Course,Practica,Course-integrated,
FAS_840,FAS,Communication Studies,Communication Studies,Graduate,Certificate,COMS,506,In the Field: Methods,Practicum Course,Practica,Course-integrated,
FAS_841,FAS,Communication Studies,Communication Studies,Graduate,Certificate,COMS,507,Scriptwriting for the Media,Practicum Course,Practica,Course-integrated,
FAS_842,FAS,Communication Studies,Communication Studies,Graduate,Certificate,COMS,569,Media Production: Moving Images,Lectures And Laboratory: Average 6 Hours Per Week,Practica,Course-integrated,
FAS_843,FAS,Communication Studies,Communication ,Graduate,PhD ,COMS,876,Media Technology as Practice,Research-Creation Laboratory,,Course-integrated,
FAS_844,FAS,Economics,Economics,Graduate,Master,ECON,696,Research Methodology in Economics,Activities Focus On Academic Research Specific To Economics. Students Learn How To Write An Academic-Level Paper In Economics.,,Course-integrated,
FAS_845,FAS,Economics,Economics,Graduate,PhD,ECON,806,Research Seminar,"Experience-Based Seminar For Phd Students In First And Second Year. Activities Focus On Academic And Professional Practice For Economists, With Emphasis On The Job Market. ",,Course-integrated,
FAS_846,FAS,Economics,Economics,Graduate,Graduate Diploma,ECON,523 (x-listed w 423),Applied Econometrics,Computer Analysis; Case Studies; Model Building,,Course-integrated,
FAS_847,FAS,Education,Educational Technology (MA) / Instructional Technology (GDip),Graduate,Master / Graduate Diploma,ETEC,613,Learning Theories,Conduct Design Sprints To Determine A Theoretically Sound Response To A Real-World Problem Of Performance And Instruction,,Course-integrated,
FAS_848,FAS,Education,Educational Technology (MA) / Instructional Technology (GDip),Graduate,Master / Graduate Diploma,ETEC,637,Educational Gaming and Modeling,"Given A Real-World Prompt, Design And Develop An Educational Game",,Course-integrated,
FAS_849,FAS,Education,Educational Technology (MA) / Instructional Technology (GDip),Graduate,Master / Graduate Diploma,ETEC,665,Introduction to Digital Media,Convert Real-World Documents Into Learning Programs,,Course-integrated,
FAS_850,FAS,Education,Educational Technology (MA) / Instructional Technology (GDip),Graduate,Master / Graduate Diploma,ETEC,669,Designing and Developing Interactive Instruction,"Given A Real-World Prompt, Design And Develop A Learning Program ",,Course-integrated,
FAS_851,FAS,Education,Educational Technology (MA) / Instructional Technology (GDip),Graduate,Master / Graduate Diploma,ETEC,671,Administering Educational Technology Groups,"Real-World Practice Of Educational Technology, Experiential Learning Activities",,Course-integrated,
FAS_852,FAS,Education,Educational Technology (MA) / Instructional Technology (GDip),Graduate,Master / Graduate Diploma,ETEC,681,Foundations of Distance Education,Real-World Projects In Educational Technology Found Using The Software Riipen.,,Course-integrated,
FAS_853,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography, Environmental and Sustainability Science, Minor in Geospatial Technologies",Undergraduate,Bachelor,GEOG,264,Programming for Environmental Sciences,Laboratory,Laboratory/Clinics;Hands-on workshops,Course-integrated,
FAS_854,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography",Undergraduate,Bachelor,GEOG,323,Urban Agriculture,Field Work - Working In Community Gardens,Capstone;Hands-on workshops,Course-integrated;Community-based,
FAS_855,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography, Environmental and Sustainability Science, Minor in Geospatial Technologies",Undergraduate,Bachelor,GEOG,464,Programming for Geospatial Technologies,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_856,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography",Undergraduate,Bachelor,GEOG ,490,Internship in Geography,Case Study Or Practicum Of 120 Hours,Practica;Case studies,Course-integrated;Work-integrated,
FAS_857,FAS,"Geography, Planning and Environment","Human Environment, Environmental Geography",Undergraduate,Bachelor,GEOG,210,Geography of Global Change,"This Course Examines A Variety Of Geographical Changes Related To Globalization. It Focuses Mainly On The Global Political System And The Global Economy, And Also Considers Transport And Communications Systems, Culture, And Environmental Issues.",Case studies,Course-integrated,
FAS_857,FAS,"Geography, Planning and Environment","PhD (Geography, Urban & Environmental Studies)",Graduate,PhD,HENV,801,Pedagogical Training,Teaching Training And In-Class Practice,,Course-integrated,
FAS_858,FAS,"Geography, Planning and Environment","Urban Planning, Urban Studies",Undergraduate,Bachelor,URBS,337,Urban Agriculture,Field Work - Working In Community Gardens,Real-world project/assignment;Practica,Course-integrated;Community-based,
FAS_859,FAS,"Geography, Planning and Environment","Urban Planning, Urban Studies",Undergraduate,Bachelor,URBS,362,Quantitative Research Methods,Laboratory,Laboratory/clinics;Real-world project/assignment,Course-integrated,
FAS_860,FAS,"Health, Kinesiology, and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,365,Athletic Therapy Field Internship I ,Internship,Laboratory/Clinics,Course-integrated,
FAS_861,FAS,"Health, Kinesiology, and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,475,Athletic Therapy Clinical Internship I,Internship,Laboratory/Clinics,Course-integrated,
FAS_862,FAS,"Health, Kinesiology, and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,485,Athletic Therapy Field Internship II,Internship,Laboratory/Clinics,Course-integrated,
FAS_863,FAS,"Health, Kinesiology, and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,495,Athletic Therapy Clinical Internship II,Internship,Laboratory/Clinics,Course-integrated,
FAS_864,FAS,"Health, Kinesiology, and Applied Physiology",Clinical Exercise Physiology,Undergraduate,Bachelor,KCEP ,383,Kinesiology and Clinical Exercise Physiology Internship I,Internship (200 Hours),Practica,Course-integrated;Work-integrated,
FAS_865,FAS,"Health, Kinesiology, and Applied Physiology",Clinical Exercise Physiology,Undergraduate,Bachelor,KCEP ,483,Kinesiology and Clinical Exercise Physiology Internship II,Internship (200 Hours),Practica,Course-integrated;Work-integrated,
FAS_866,FAS,School of Irish Studies,Any program,Undergraduate,BA,IRST,299,Selected Topics: Introduction to Spoken Irish,Applied Language Projects,Case Studies,Course-integrated,
FAS_867,FAS,School of Irish Studies,Major in Irish Studies,Undergraduate,BA,IRST,300,Research Methods in Irish Studies,Participation In Community Events Followed By Anthropological Analysis And Reflection; Final Project Includes Self-Driven Bibliographic Research With Primary Sources And Material Objects Reflecting On The Process In A Final Reflection Paper On The Problem Or Challenge Of Approaching A Topic From At Least Three Disciplinary Perspectives. Final Presentation Could Include A Performance Or Creative Dimension.,Capstone project;Real-world project/assignment,Course-integrated;Community-based;Research-based,
FAS_868,FAS,School of Irish Studies,Any program,Undergraduate,BA,IRST,344,Classics of Irish Theatre,Performance-Based Activities,Artistic performances/exhibits,Course-integrated,
FAS_869,FAS,School of Irish Studies,Any program,Undergraduate,BA,IRST,346,Irish Performance Studies,Performance-Based Activities,Artistic performances/exhibits,Course-integrated,
FAS_870,FAS,School of Irish Studies,Any program,Undergraduate,BA,IRST,347,Contemporary Irish Theatre,Performance-Based Activities,Artistic performances/exhibits,Course-integrated,
FAS_871,FAS,School of Irish Studies,Major in Irish Studies,Undergraduate,BA,IRST,390,Field Studies in Ireland,Self-Directed Field Study ,Capstone project,Course-integrated;Community-based;Research-based,
FAS_872,FAS,Liberal Arts College,Liberal Arts,Undergraduate,Bachelor,LBCL,295,History of Art,Museum Field Work Project,Real-world project/assignmen;Case Studies,Course-integrated;Community-based,
FAS_873,FAS,Loyola College for Diversity and Sustainability,Any program,Undergraduate,Bachelor,LOYC,420,Integrative Project,Most Students (About 3/4 Of The Students) Do A Hands-On Internship Of Relevance To Sustainability Or Diversity Studies In The Community And Then Reflect On Their Learning Through Classroom Assignments. The Rest Of The Students Do A Directed-Study Research Project.,Laboratory/Clinics;Real-world project/assignment,Course-integrated;Work-integrated;Community-based,
FAS_874,FAS,Mathematics and Statistics,Any program (required in Statistics),Undergraduate,Bachelor,STAT,280,Introduction to Statistical Programming,Introduction To Statistical Programming And Computational Statistics Using The R Programming Language.,Laboratory/clinics;Case studies,Course-integrated,
FAS_875,FAS,Mathematics and Statistics,Any program (required in Statistics),Undergraduate,Bachelor,STAT,380,Statistical Learning,"Introduction To Methods In Statistical/Machine Learning, Computer Programming, Projects Using Data",Laboratory/clinics;Case studies,Course-integrated,
FAS_876,FAS,Mathematics and Statistics,Statistics,Undergraduate,Bachelor,STAT,480,Statistical Consulting and Data Analysis,Statistical Software (Sas) Projects Using Data,Laboratory/clinics;Case studies,Course-integrated,
FAS_877,FAS,Mathematics and Statistics,Statistics / Actuarial Mathematics / Actuarial Math and Finance/ Mathematical and Computational Finance,Undergraduate,Bachelor,STAT,460,Time Series and Forecasting,Analysis Of Time Series Data Using Statistical Software,Laboratory/clinics;Case studies,Course-integrated,
FAS_878,FAS,Mathematics and Statistics,Any program,Undergraduate,Bachelor,STAT,497,"Topics in Statistics (Topic in 2020, 2021 - Reinforcement Learning)","Reinforcement Learning - Projects With Real World Applications, Computer Programming",Laboratory/clinics;Real-world project/assignment,Course-integrated,
FAS_879,FAS,Mathematics and Statistics,Mathematical and Computational Finance,Undergraduate,Bachelor,MACF,401,Mathematical and Computational Finance I ,"Modeling Financial Variables And Pricing Assets, Calibration To Real World Financial Data",Laboratory/Clinics;Case Studies,Course-integrated,
FAS_880,FAS,Mathematics and Statistics,Mathematical and Computational Finance,Undergraduate,Bachelor,MACF,402,Mathematical and Computational Finance I ,"Modeling Financial Variables And Pricing Assets, Calibration To Real World Data, Simulation And Other Numerical Methods",Laboratory/Clinics;Simulations,Course-integrated,
FAS_881,FAS,Mathematics and Statistics,Mathematics and Statistics / Mathematics and Statistics and Computer Science,Undergraduate,Bachelor,MAST,397,Topics in Mathematics and Statistics (Topic in 2021 - Sports Analytics),"Python Programming, Analysis Of Real Data Related To Sports Projects",Laboratory/Clinics;Case Studies,Course-integrated,
FAS_882,FAS,Political Science,Political Science,Undergraduate,Bachelor,POLI,397,Internship,"10Hrs/Week For 13 Weeks Of Relevant Work With An Employer Who Trains, Supervises And Coaches The Intern To Better Understand Their Field Of Study. A Research Paper Is Graded By A Faculty Member. 3 Credits.",Practica,Course-integrated;Work-integrated;Community-based,
